product_category,product_type,material_cost,production_time_days,region,origin_state,demand_index,market_trend,season,actual_selling_price,material_type
Metal Crafts,Copperware,1426.35,6,Kondapalli,Andhra Pradesh,0.75,0.1024,Festival,6798.63,Copper
Leather & Traditional Craft,Wallet,766.66,6,Srinagar,Jammu and Kashmir,0.502,0.0649,Winter,3904.19,Leather
Handmade Toys,Educational Toy,258.88,2,Khurja,Uttar Pradesh,0.245,-0.1594,Normal,1318.23,Wood
"Bamboo, Cane & Natural Fibre",Basket,239.9,3,Raghurajpur,Odisha,0.576,0.2178,Summer,1376.42,Jute
Natural / Eco-friendly Crafts,Banana-fibre Product,152.07,2,Assam,Assam,0.562,0.0761,Monsoon,1594.64,Banana Fibre
Handmade Jewellery,Necklace,238.19,4,Bhubaneswar,Odisha,0.587,0.1412,Normal,1819.71,Beads
Metal Crafts,Brassware,1124.11,4,Jaipur,Rajasthan,0.608,-0.058,Normal,3745.18,Brass
Ceramics,Mug,133.35,1,Raghurajpur,Odisha,0.718,0.1531,Summer,1662.58,Ceramic
Ceramics,Mug,295.41,4,Srikalahasti,Andhra Pradesh,0.694,0.2236,Festival,2880.06,Stoneware
Handmade Toys,Traditional Toy,249.81,5,Channapatna,Karnataka,0.756,0.011,Winter,2023.45,Cloth
Handmade Jewellery,Bracelet,546.48,1,Thanjavur,Tamil Nadu,0.655,0.2855,Summer,3853.35,Lac
Metal Crafts,Copperware,1076.86,9,Srikalahasti,Andhra Pradesh,0.529,-0.0665,Summer,5815.9,Copper
Pottery & Terracotta,Planter,121.39,2,Narsapur,Andhra Pradesh,0.538,-0.0076,Monsoon,1012.26,Terracotta
Handloom & Textiles,Saree,490.59,8,Kondapalli,Andhra Pradesh,0.158,0.0671,Monsoon,1786.33,Jute
Metal Crafts,Bell-metal Product,787.32,9,Bastar,Chhattisgarh,0.666,0.0542,Festival,7254.31,Bell Metal
Handmade Home Décor,Showpiece,165.0,3,Jaipur,Rajasthan,0.614,0.0402,Normal,1700.28,Ceramic
Handmade Bags & Accessories,Pouch,464.57,1,Raghurajpur,Odisha,0.853,0.0612,Wedding,2202.48,Jute
"Bamboo, Cane & Natural Fibre",Bottle/Container,339.58,4,Bhubaneswar,Odisha,0.633,0.2034,Normal,2127.79,Cane
Handloom & Textiles,Dupatta,510.17,2,Moradabad,Uttar Pradesh,0.765,0.0468,Normal,3601.16,Linen
Handloom & Textiles,Scarf,435.92,5,Kutch,Gujarat,0.528,0.0679,Winter,2394.63,Linen
Handmade Jewellery,Metal Jewellery,1219.81,5,Kondapalli,Andhra Pradesh,0.723,0.0405,Wedding,3914.13,Silver
Woodcraft,Wall Décor,448.64,9,Khurja,Uttar Pradesh,0.402,-0.0028,Normal,2618.37,Wood
Handmade Home Décor,Showpiece,349.21,1,Kolkata,West Bengal,0.817,-0.023,Wedding,3285.32,Metal
Pottery & Terracotta,Sculpture,109.49,2,Channapatna,Karnataka,0.877,0.1278,Summer,1757.5,Clay
Handmade Home Décor,Decorative Box,317.39,4,Bastar,Chhattisgarh,0.845,-0.0186,Summer,2519.91,Bamboo
Pottery & Terracotta,Decorative Pot,153.57,4,Kutch,Gujarat,0.644,0.1592,Festival,1830.26,Clay
Woodcraft,Wall Décor,702.91,9,Kolkata,West Bengal,0.348,0.1355,Normal,2643.58,Wood
"Bamboo, Cane & Natural Fibre",Tray,91.16,2,Channapatna,Karnataka,0.626,-0.2,Monsoon,926.88,Bamboo
Metal Crafts,Brassware,1368.77,9,Jaipur,Rajasthan,0.804,0.0993,Monsoon,6822.64,Brass
Metal Crafts,Metal Sculpture,1609.15,7,Moradabad,Uttar Pradesh,0.578,0.1562,Winter,7518.14,Bell Metal
Embroidery & Needlecraft,Patchwork Product,486.39,5,Kutch,Gujarat,0.488,-0.0434,Normal,2103.07,Wool
Embroidery & Needlecraft,Cushion Cover,691.38,12,Bhubaneswar,Odisha,0.817,-0.0343,Winter,3925.29,Linen
Handloom & Textiles,Rug,577.92,8,Narsapur,Andhra Pradesh,0.391,0.0467,Normal,3841.55,Cotton
Metal Crafts,Metal Sculpture,1205.44,9,Thanjavur,Tamil Nadu,0.66,0.2174,Wedding,7400.58,Bell Metal
Natural / Eco-friendly Crafts,Handmade Paper Product,157.33,5,Madhubani,Bihar,0.256,0.0228,Normal,1187.9,Handmade Paper
Embroidery & Needlecraft,Table Runner,550.32,9,Assam,Assam,0.602,0.0158,Winter,2383.2,Silk
Natural / Eco-friendly Crafts,Eco-friendly Packaging,72.25,2,Saharanpur,Uttar Pradesh,0.654,0.0057,Summer,1302.03,Banana Fibre
Handmade Bags & Accessories,Handbag,283.04,3,Kashmir,Jammu and Kashmir,0.713,0.2259,Normal,1399.16,Leather
Natural / Eco-friendly Crafts,Natural-fibre Basket,133.32,3,Moradabad,Uttar Pradesh,0.563,0.0653,Monsoon,1184.7,Coir
Leather & Traditional Craft,Wallet,640.71,5,Narsapur,Andhra Pradesh,0.498,0.1127,Winter,2509.55,Leather
Woodcraft,Kitchenware,704.09,14,Kashmir,Jammu and Kashmir,0.593,0.0323,Normal,3202.37,Wood
Handmade Bags & Accessories,Backpack,461.99,5,Thanjavur,Tamil Nadu,0.317,0.1013,Wedding,3066.99,Leather
Handmade Home Décor,Showpiece,307.33,3,Srikalahasti,Andhra Pradesh,0.741,0.0655,Summer,1511.41,Ceramic
"Bamboo, Cane & Natural Fibre",Household Product,82.63,1,Bastar,Chhattisgarh,0.641,0.0706,Normal,1127.01,Bamboo
Metal Crafts,Copperware,1044.98,8,Pochampally,Telangana,0.318,0.0286,Winter,5736.84,Copper
Natural / Eco-friendly Crafts,Palm-leaf Product,277.01,4,Srinagar,Jammu and Kashmir,0.279,0.0182,Normal,1340.96,Palm Leaf
Handloom & Textiles,Bedsheet,415.73,7,Bhubaneswar,Odisha,0.785,0.0086,Normal,2771.81,Jute
Handmade Jewellery,Beaded Jewellery,144.9,5,Etikoppaka,Andhra Pradesh,0.371,0.2975,Summer,2077.46,Glass Beads
Metal Crafts,Decorative Item,1496.33,3,Pochampally,Telangana,0.635,0.0366,Normal,2717.51,Copper
"Bamboo, Cane & Natural Fibre",Bag,332.06,5,Assam,Assam,0.304,0.0144,Summer,1784.8,Cane
Embroidery & Needlecraft,Cushion Cover,249.21,5,Khurja,Uttar Pradesh,0.835,0.2499,Normal,1721.08,Cotton
Paintings & Art,Kalamkari,533.4,4,Saharanpur,Uttar Pradesh,0.749,0.1295,Normal,3063.72,Silk
Ceramics,Decorative Piece,262.31,3,Madhubani,Bihar,0.62,-0.0309,Normal,1980.44,Ceramic
Handmade Home Décor,Mirror,228.75,2,Kutch,Gujarat,0.679,0.0229,Normal,2250.06,Bamboo
"Bamboo, Cane & Natural Fibre",Decorative Item,30.0,2,Jaipur,Rajasthan,0.529,-0.0125,Wedding,2336.62,Palm Leaf
Embroidery & Needlecraft,Wall Hanging,413.05,5,Kutch,Gujarat,0.543,0.0692,Wedding,2077.44,Cotton
Metal Crafts,Lamp,857.65,8,Kolkata,West Bengal,0.325,-0.0275,Festival,6818.16,Brass
Handmade Toys,Wooden Toy,97.35,4,Bhubaneswar,Odisha,0.218,0.0337,Normal,640.32,Wood
Embroidery & Needlecraft,Patchwork Product,276.83,9,Channapatna,Karnataka,0.832,0.0888,Summer,1706.91,Cotton
Natural / Eco-friendly Crafts,Natural-fibre Basket,118.47,1,Khurja,Uttar Pradesh,0.628,0.1413,Normal,1643.7,Palm Leaf
Handmade Jewellery,Lac Jewellery,444.96,4,Kolkata,West Bengal,0.804,0.0382,Summer,4719.58,Lac
Woodcraft,Furniture,680.39,12,Pochampally,Telangana,0.706,0.1707,Normal,4332.46,Sheesham Wood
Woodcraft,Kitchenware,594.2,10,Channapatna,Karnataka,0.82,0.0891,Normal,3119.51,Wood
Handloom & Textiles,Towel,94.11,8,Kolkata,West Bengal,0.537,0.0266,Normal,2647.22,Cotton
Ceramics,Vase,227.08,2,Pochampally,Telangana,0.74,-0.0791,Winter,2417.26,Stoneware
Pottery & Terracotta,Clay Lamp,30.0,2,Bastar,Chhattisgarh,0.691,0.0166,Normal,891.45,Clay
Leather & Traditional Craft,Belt,922.56,3,Assam,Assam,0.578,0.0465,Wedding,3342.83,Leather
Handmade Jewellery,Terracotta Jewellery,329.28,5,Assam,Assam,0.595,0.0084,Normal,2035.61,Terracotta
Handmade Home Décor,Wall Hanging,285.36,7,Kashmir,Jammu and Kashmir,0.689,0.0569,Festival,3656.8,Cotton
Woodcraft,Decorative Panel,711.6,1,Pochampally,Telangana,0.473,0.1106,Normal,3422.89,Wood
Metal Crafts,Brassware,1032.77,1,Madhubani,Bihar,0.577,-0.0552,Normal,6801.39,Brass
Handmade Jewellery,Bangles,233.97,3,Etikoppaka,Andhra Pradesh,0.582,-0.0886,Festival,2884.94,Lac
Handmade Toys,Educational Toy,84.96,3,Khurja,Uttar Pradesh,0.761,0.0019,Festival,1472.94,Wood
Handloom & Textiles,Traditional Garment,599.08,8,Kondapalli,Andhra Pradesh,0.342,0.0042,Summer,4048.36,Silk
Pottery & Terracotta,Planter,120.2,3,Channapatna,Karnataka,0.631,-0.0884,Normal,1266.21,Clay
Pottery & Terracotta,Decorative Pot,48.42,2,Jaipur,Rajasthan,0.515,0.062,Festival,1926.7,Terracotta
Pottery & Terracotta,Kitchenware,190.91,3,Kolkata,West Bengal,0.874,0.0067,Summer,1994.44,Terracotta
Leather & Traditional Craft,Traditional Leather Craft,678.66,8,Jaipur,Rajasthan,0.746,0.0811,Normal,3560.16,Leather
Handmade Toys,Traditional Toy,175.69,1,Kolkata,West Bengal,0.231,0.0144,Winter,1870.54,Cloth
Natural / Eco-friendly Crafts,Handmade Paper Product,136.98,3,Etikoppaka,Andhra Pradesh,0.73,-0.1011,Monsoon,1705.3,Handmade Paper
Natural / Eco-friendly Crafts,Natural-fibre Basket,134.44,3,Narsapur,Andhra Pradesh,0.486,0.0781,Normal,1120.9,Palm Leaf
Ceramics,Tableware,100.03,1,Saharanpur,Uttar Pradesh,0.429,0.1418,Wedding,1327.0,Ceramic
Metal Crafts,Lamp,1273.42,9,Bastar,Chhattisgarh,0.806,0.0049,Normal,3993.34,Copper
Woodcraft,Tray,545.69,8,Kolkata,West Bengal,0.925,0.005,Normal,3929.29,Wood
Ceramics,Home Décor,210.18,3,Saharanpur,Uttar Pradesh,0.672,0.1274,Festival,2015.63,Ceramic
Paintings & Art,Sketch,162.22,9,Narsapur,Andhra Pradesh,0.575,0.1068,Festival,2533.95,Ink
Handmade Toys,Cloth Doll,379.92,2,Narsapur,Andhra Pradesh,0.825,0.0955,Normal,2451.65,Wool
Woodcraft,Kitchenware,345.54,5,Khurja,Uttar Pradesh,0.442,0.0008,Normal,2590.5,Wood
Pottery & Terracotta,Terracotta Jewellery,53.09,1,Khurja,Uttar Pradesh,0.655,0.0701,Summer,1340.24,Terracotta
Handmade Bags & Accessories,Basket,366.08,1,Kutch,Gujarat,0.511,0.1357,Normal,2492.3,Cane
Ceramics,Cup,195.86,2,Jaipur,Rajasthan,0.756,0.0719,Festival,2138.42,Stoneware
Handmade Bags & Accessories,Scarf,288.38,5,Pochampally,Telangana,0.77,-0.1199,Normal,2090.71,Cotton
Metal Crafts,Copperware,1205.62,9,Kashmir,Jammu and Kashmir,0.37,-0.0813,Normal,5327.94,Copper
Metal Crafts,Lamp,1495.73,6,Kolkata,West Bengal,0.492,-0.1656,Normal,6661.48,Brass
Handmade Bags & Accessories,Accessories,487.99,3,Kashmir,Jammu and Kashmir,0.423,0.0487,Normal,1471.98,Cotton
Handmade Jewellery,Wooden Jewellery,590.14,6,Srinagar,Jammu and Kashmir,0.4,0.0522,Normal,3015.08,Wood
Ceramics,Plate,213.24,3,Kutch,Gujarat,0.716,-0.1694,Normal,1613.17,Ceramic
Paintings & Art,Phad Painting,196.53,5,Narsapur,Andhra Pradesh,0.694,0.0122,Festival,1537.16,Natural Pigment
Paintings & Art,Tanjore Painting,401.72,9,Etikoppaka,Andhra Pradesh,0.461,-0.0347,Festival,4368.03,Acrylic
Embroidery & Needlecraft,Patchwork Product,718.12,10,Kutch,Gujarat,0.826,-0.0668,Wedding,3004.41,Wool
Natural / Eco-friendly Crafts,Banana-fibre Product,100.6,3,Srikalahasti,Andhra Pradesh,0.898,-0.0774,Summer,1933.12,Banana Fibre
Natural / Eco-friendly Crafts,Jute Product,147.06,3,Assam,Assam,0.613,-0.0919,Normal,986.88,Jute
Paintings & Art,Miniature Painting,131.3,4,Thanjavur,Tamil Nadu,0.402,0.0274,Wedding,2345.96,Handmade Paper
Handloom & Textiles,Stole,396.3,14,Channapatna,Karnataka,0.397,0.0249,Normal,2180.14,Wool
Woodcraft,Sculpture,635.48,7,Srikalahasti,Andhra Pradesh,0.417,0.0659,Monsoon,3344.46,Wood
Natural / Eco-friendly Crafts,Palm-leaf Product,139.87,4,Bhubaneswar,Odisha,0.745,0.0598,Winter,2471.66,Palm Leaf
Handloom & Textiles,Rug,572.6,13,Kondapalli,Andhra Pradesh,0.403,-0.0074,Wedding,2690.74,Jute
Leather & Traditional Craft,Traditional Leather Craft,510.03,5,Pochampally,Telangana,0.22,0.1295,Winter,3157.12,Leather
Metal Crafts,Copperware,1690.95,11,Pochampally,Telangana,0.632,-0.1315,Monsoon,5280.22,Copper
"Bamboo, Cane & Natural Fibre",Bag,323.05,4,Srikalahasti,Andhra Pradesh,0.501,0.1946,Summer,2259.25,Bamboo
Embroidery & Needlecraft,Quilt,239.09,7,Bastar,Chhattisgarh,0.458,-0.1261,Monsoon,1384.64,Cotton
"Bamboo, Cane & Natural Fibre",Mat,30.0,3,Kashmir,Jammu and Kashmir,0.636,-0.0423,Festival,2134.46,Jute
Paintings & Art,Warli Painting,230.37,8,Channapatna,Karnataka,0.829,-0.0023,Festival,2388.0,Natural Pigment
Metal Crafts,Decorative Item,1481.42,9,Saharanpur,Uttar Pradesh,0.219,0.1313,Monsoon,8260.47,Copper
Handloom & Textiles,Fabric,108.32,7,Narsapur,Andhra Pradesh,0.545,0.0017,Normal,1386.62,Jute
Handmade Bags & Accessories,Accessories,426.88,1,Raghurajpur,Odisha,0.485,0.061,Winter,2329.04,Cotton
Handmade Home Décor,Mirror,225.83,2,Kolkata,West Bengal,0.844,0.2265,Festival,3469.94,Bamboo
Ceramics,Ceramic Jewellery,333.79,3,Bhubaneswar,Odisha,0.894,-0.007,Normal,1980.95,Porcelain
Metal Crafts,Utensil,1714.8,5,Madhubani,Bihar,0.523,-0.0194,Summer,6559.19,Copper
Leather & Traditional Craft,Leather Bag,1030.17,3,Etikoppaka,Andhra Pradesh,0.417,0.2055,Wedding,5390.23,Leather
Pottery & Terracotta,Terracotta Figurine,93.16,2,Channapatna,Karnataka,0.841,0.1567,Normal,1475.63,Clay
Handmade Jewellery,Bracelet,289.68,4,Khurja,Uttar Pradesh,0.903,0.0298,Normal,2933.34,Beads
Handmade Toys,Cloth Doll,258.46,3,Srinagar,Jammu and Kashmir,0.785,0.0933,Festival,2371.03,Wool
Leather & Traditional Craft,Traditional Leather Craft,785.26,8,Kondapalli,Andhra Pradesh,0.654,-0.0365,Normal,4063.71,Leather
Ceramics,Plate,184.38,2,Kashmir,Jammu and Kashmir,0.703,0.0276,Festival,1602.91,Ceramic
Metal Crafts,Decorative Item,723.5,5,Bhubaneswar,Odisha,0.601,0.0641,Normal,3720.05,Copper
Embroidery & Needlecraft,Embroidered Bag,339.6,5,Moradabad,Uttar Pradesh,0.472,0.0511,Normal,3164.29,Cotton
Embroidery & Needlecraft,Wall Hanging,550.65,5,Pochampally,Telangana,0.611,-0.0252,Festival,3671.21,Wool
Paintings & Art,Folk Painting,162.15,4,Channapatna,Karnataka,0.573,0.0799,Normal,2036.49,Acrylic
Handmade Toys,Traditional Toy,360.81,4,Raghurajpur,Odisha,0.709,0.0828,Monsoon,2104.42,Wood
"Bamboo, Cane & Natural Fibre",Basket,152.43,1,Srinagar,Jammu and Kashmir,0.662,0.1501,Festival,1487.61,Palm Leaf
Leather & Traditional Craft,Belt,708.18,5,Narsapur,Andhra Pradesh,0.533,0.078,Normal,2454.07,Leather
Handloom & Textiles,Carpet,429.2,9,Etikoppaka,Andhra Pradesh,0.642,-0.0429,Summer,2228.95,Wool
Pottery & Terracotta,Clay Pot,30.0,3,Bhubaneswar,Odisha,0.448,0.0511,Normal,972.68,Terracotta
Handmade Toys,Wooden Toy,203.54,4,Kutch,Gujarat,0.444,0.0279,Normal,1618.51,Wood
Natural / Eco-friendly Crafts,Natural-fibre Basket,73.44,2,Kondapalli,Andhra Pradesh,0.598,0.1149,Festival,1426.7,Jute
Paintings & Art,Sketch,246.06,7,Srinagar,Jammu and Kashmir,0.545,-0.0021,Festival,2183.51,Graphite
Pottery & Terracotta,Terracotta Figurine,38.02,2,Srinagar,Jammu and Kashmir,0.685,0.1136,Summer,1400.39,Clay
Handmade Toys,Stuffed Toy,201.68,3,Kashmir,Jammu and Kashmir,0.722,-0.057,Winter,1097.34,Jute
Handmade Jewellery,Handmade Earrings,543.31,3,Madhubani,Bihar,0.468,-0.0535,Normal,2860.22,Beads
Handmade Home Décor,Candle,523.98,7,Assam,Assam,0.849,0.0308,Winter,2968.46,Beeswax
Leather & Traditional Craft,Leather Bag,1132.82,7,Bastar,Chhattisgarh,0.768,0.1605,Wedding,6433.85,Leather
Handmade Toys,Traditional Toy,220.54,2,Bastar,Chhattisgarh,0.43,-0.0553,Summer,1599.4,Cloth
Ceramics,Tableware,204.12,2,Srikalahasti,Andhra Pradesh,0.667,0.0775,Normal,1655.9,Ceramic
"Bamboo, Cane & Natural Fibre",Furniture,201.93,4,Narsapur,Andhra Pradesh,0.701,0.2047,Wedding,2065.49,Bamboo
Natural / Eco-friendly Crafts,Jute Product,138.73,2,Saharanpur,Uttar Pradesh,0.694,0.0147,Normal,1481.52,Jute
Natural / Eco-friendly Crafts,Natural-fibre Basket,120.2,4,Khurja,Uttar Pradesh,0.891,0.0308,Festival,2934.51,Jute
Handmade Jewellery,Bracelet,419.69,5,Madhubani,Bihar,0.741,0.1084,Wedding,2992.07,Beads
Handloom & Textiles,Traditional Garment,495.86,12,Kutch,Gujarat,0.771,-0.1656,Normal,4022.06,Wool
Handloom & Textiles,Bedsheet,307.19,14,Etikoppaka,Andhra Pradesh,0.474,0.1018,Normal,3068.39,Cotton
Natural / Eco-friendly Crafts,Banana-fibre Product,115.59,5,Bhubaneswar,Odisha,0.782,0.1203,Normal,1541.25,Banana Fibre
Handmade Home Décor,Handmade Clock,561.53,2,Srikalahasti,Andhra Pradesh,0.517,0.0921,Winter,2618.02,Wood
Handmade Bags & Accessories,Scarf,144.66,4,Madhubani,Bihar,0.638,-0.1537,Normal,1277.21,Cotton
Handloom & Textiles,Durrie,253.31,9,Kashmir,Jammu and Kashmir,0.324,0.2655,Winter,2654.93,Jute
Metal Crafts,Lamp,1320.34,8,Bhubaneswar,Odisha,0.623,0.0367,Summer,5374.35,Brass
Embroidery & Needlecraft,Cushion Cover,361.26,4,Thanjavur,Tamil Nadu,0.488,-0.1067,Normal,2044.64,Cotton
Leather & Traditional Craft,Belt,1010.24,7,Etikoppaka,Andhra Pradesh,0.661,0.0495,Summer,3538.66,Leather
Woodcraft,Wall Décor,457.9,5,Thanjavur,Tamil Nadu,0.482,0.0516,Normal,2637.8,Wood
Pottery & Terracotta,Planter,32.71,2,Assam,Assam,0.347,0.139,Normal,952.68,Clay
Leather & Traditional Craft,Footwear,1061.77,7,Jaipur,Rajasthan,0.893,0.0548,Normal,4641.68,Leather
Metal Crafts,Utensil,1235.54,9,Pochampally,Telangana,0.416,0.074,Normal,4913.71,Copper
Natural / Eco-friendly Crafts,Palm-leaf Product,213.87,1,Bastar,Chhattisgarh,0.894,0.0946,Wedding,2588.76,Palm Leaf
Handloom & Textiles,Saree,183.93,5,Raghurajpur,Odisha,0.721,-0.0829,Normal,2781.68,Cotton
Woodcraft,Furniture,945.81,9,Kutch,Gujarat,0.637,0.0255,Normal,4427.31,Teak Wood
Leather & Traditional Craft,Decorative Leather Product,824.57,1,Pochampally,Telangana,0.721,-0.0309,Normal,4173.19,Leather
Embroidery & Needlecraft,Embroidered Bag,161.57,12,Khurja,Uttar Pradesh,0.548,0.1405,Normal,3419.59,Jute
Handmade Bags & Accessories,Pouch,602.86,4,Channapatna,Karnataka,0.354,0.029,Normal,3183.15,Leather
Woodcraft,Figurine,830.68,7,Saharanpur,Uttar Pradesh,0.757,-0.0449,Normal,5360.09,Wood
Paintings & Art,Kalamkari,475.63,5,Narsapur,Andhra Pradesh,0.528,0.055,Normal,3370.49,Silk
Ceramics,Ceramic Jewellery,144.36,3,Pochampally,Telangana,0.901,0.0551,Normal,1401.99,Ceramic
Handmade Bags & Accessories,Basket,202.88,3,Srinagar,Jammu and Kashmir,0.636,-0.0226,Monsoon,2589.91,Jute
"Bamboo, Cane & Natural Fibre",Decorative Item,180.93,1,Pochampally,Telangana,0.703,0.0392,Normal,1283.65,Palm Leaf
Embroidery & Needlecraft,Table Runner,519.36,10,Madhubani,Bihar,0.46,0.0875,Festival,3177.4,Linen
Pottery & Terracotta,Diya,87.2,3,Madhubani,Bihar,0.776,-0.0319,Winter,1296.3,Clay
Handmade Jewellery,Bracelet,726.16,3,Assam,Assam,0.539,-0.0803,Normal,2534.6,Brass
Pottery & Terracotta,Terracotta Jewellery,55.67,2,Bhubaneswar,Odisha,0.305,0.0205,Festival,1441.68,Terracotta
Handmade Bags & Accessories,Clutch,96.12,4,Bhubaneswar,Odisha,0.629,0.0255,Winter,1141.35,Cotton
Natural / Eco-friendly Crafts,Eco-friendly Packaging,181.47,1,Kutch,Gujarat,0.844,0.0764,Normal,1324.99,Banana Fibre
Woodcraft,Sculpture,636.83,10,Kutch,Gujarat,0.804,-0.1284,Monsoon,2272.87,Wood
Metal Crafts,Bell-metal Product,1339.02,3,Moradabad,Uttar Pradesh,0.666,-0.0369,Winter,6224.83,Bell Metal
Paintings & Art,Kalamkari,348.2,5,Raghurajpur,Odisha,0.754,0.0431,Normal,3602.08,Cotton
Pottery & Terracotta,Planter,99.1,3,Narsapur,Andhra Pradesh,0.759,0.0798,Monsoon,1223.79,Clay
Handloom & Textiles,Towel,90.54,8,Thanjavur,Tamil Nadu,0.62,0.0214,Normal,2669.34,Cotton
Handmade Jewellery,Terracotta Jewellery,288.92,3,Raghurajpur,Odisha,0.815,0.0685,Normal,2457.65,Terracotta
"Bamboo, Cane & Natural Fibre",Decorative Item,30.0,6,Khurja,Uttar Pradesh,0.729,0.097,Festival,2812.69,Bamboo
Woodcraft,Box,201.05,10,Narsapur,Andhra Pradesh,0.534,0.1528,Winter,3520.81,Wood
"Bamboo, Cane & Natural Fibre",Household Product,140.33,2,Madhubani,Bihar,0.722,0.0273,Festival,2654.34,Cane
Metal Crafts,Metal Sculpture,1277.92,8,Raghurajpur,Odisha,0.673,0.0202,Normal,5972.03,Brass
Natural / Eco-friendly Crafts,Jute Product,149.07,5,Raghurajpur,Odisha,0.823,0.0131,Festival,1890.01,Jute
Handmade Jewellery,Handmade Earrings,106.73,5,Kutch,Gujarat,0.757,0.0739,Winter,3454.43,Terracotta
Pottery & Terracotta,Vase,142.31,3,Jaipur,Rajasthan,0.692,-0.1042,Summer,1502.55,Terracotta
Handloom & Textiles,Carpet,138.6,9,Channapatna,Karnataka,0.645,0.1052,Monsoon,3416.54,Cotton
Handloom & Textiles,Handwoven Bag,453.41,8,Kondapalli,Andhra Pradesh,0.831,0.1868,Normal,2736.43,Linen
Embroidery & Needlecraft,Patchwork Product,502.97,4,Bastar,Chhattisgarh,0.389,-0.0356,Winter,1656.96,Linen
Embroidery & Needlecraft,Wall Hanging,399.65,8,Pochampally,Telangana,0.636,-0.0086,Normal,3881.24,Jute
Metal Crafts,Jewellery,617.84,7,Bastar,Chhattisgarh,0.767,0.136,Wedding,3315.71,Copper
Handloom & Textiles,Dress Material,201.1,2,Saharanpur,Uttar Pradesh,0.661,0.078,Normal,1600.91,Cotton
Pottery & Terracotta,Terracotta Figurine,74.41,3,Raghurajpur,Odisha,0.668,0.0161,Normal,1163.26,Clay
Woodcraft,Figurine,480.39,9,Bhubaneswar,Odisha,0.666,0.1388,Festival,4643.96,Wood
Handmade Toys,Stuffed Toy,193.69,5,Raghurajpur,Odisha,0.748,-0.1452,Normal,1229.68,Cotton
Handmade Toys,Handmade Game,265.79,5,Moradabad,Uttar Pradesh,0.722,0.2786,Wedding,2792.8,Wood
Handmade Toys,Educational Toy,190.81,3,Kondapalli,Andhra Pradesh,0.44,0.0308,Festival,1725.19,Wood
Ceramics,Plate,149.08,3,Jaipur,Rajasthan,0.859,0.1015,Normal,1454.62,Ceramic
Handmade Toys,Wooden Toy,134.86,2,Kutch,Gujarat,0.511,-0.0211,Winter,1281.17,Wood
Metal Crafts,Utensil,1601.5,5,Saharanpur,Uttar Pradesh,0.411,0.0163,Wedding,4207.56,Brass
Ceramics,Decorative Piece,71.61,3,Kolkata,West Bengal,0.414,-0.122,Festival,1380.61,Stoneware
Handloom & Textiles,Fabric,573.04,11,Kashmir,Jammu and Kashmir,0.67,0.0335,Normal,3402.11,Cotton
Handloom & Textiles,Saree,685.14,10,Moradabad,Uttar Pradesh,0.485,0.1174,Normal,3541.52,Silk
Handloom & Textiles,Carpet,348.87,10,Bhubaneswar,Odisha,0.463,0.1479,Normal,2087.27,Cotton
Handmade Jewellery,Metal Jewellery,487.63,7,Bastar,Chhattisgarh,0.584,0.071,Normal,3192.38,Copper
Handmade Home Décor,Wall Hanging,633.03,3,Srikalahasti,Andhra Pradesh,0.62,0.1496,Normal,2632.11,Cotton
Handmade Bags & Accessories,Accessories,185.52,3,Channapatna,Karnataka,0.446,0.1408,Normal,2097.63,Cotton
Paintings & Art,Warli Painting,262.3,4,Channapatna,Karnataka,0.76,0.0862,Summer,1940.49,Watercolour
Woodcraft,Sculpture,629.8,8,Jaipur,Rajasthan,0.777,0.0948,Normal,2848.6,Wood
Embroidery & Needlecraft,Embroidered Clothing,692.86,7,Madhubani,Bihar,0.674,0.101,Normal,3720.33,Silk
Handmade Bags & Accessories,Backpack,185.19,3,Jaipur,Rajasthan,0.828,0.0154,Normal,2800.02,Canvas
Handmade Home Décor,Candle,345.65,1,Srinagar,Jammu and Kashmir,0.675,0.0617,Monsoon,2519.81,Soy Wax
Woodcraft,Wall Décor,674.78,7,Etikoppaka,Andhra Pradesh,0.378,0.1793,Normal,3502.07,Wood
Natural / Eco-friendly Crafts,Handmade Paper Product,167.32,3,Kutch,Gujarat,0.28,0.1819,Winter,1268.37,Handmade Paper
Leather & Traditional Craft,Decorative Leather Product,1004.09,5,Kolkata,West Bengal,0.645,-0.0748,Normal,2950.15,Leather
Natural / Eco-friendly Crafts,Palm-leaf Product,220.91,5,Narsapur,Andhra Pradesh,0.783,-0.0286,Normal,1321.39,Palm Leaf
Natural / Eco-friendly Crafts,Palm-leaf Product,33.33,4,Raghurajpur,Odisha,0.479,0.1812,Normal,1770.78,Palm Leaf
"Bamboo, Cane & Natural Fibre",Lampshade,170.89,4,Saharanpur,Uttar Pradesh,0.6,-0.0426,Summer,1805.84,Bamboo
Handmade Toys,Educational Toy,182.72,2,Bhubaneswar,Odisha,0.437,0.0507,Normal,1577.09,Cotton
Woodcraft,Box,440.6,12,Channapatna,Karnataka,0.78,0.0174,Festival,5012.9,Wood
Embroidery & Needlecraft,Embroidered Clothing,30.0,11,Bhubaneswar,Odisha,0.635,0.1707,Normal,1396.27,Cotton
Handmade Jewellery,Lac Jewellery,318.42,5,Khurja,Uttar Pradesh,0.483,-0.1124,Monsoon,1870.95,Lac
Metal Crafts,Copperware,832.35,7,Bastar,Chhattisgarh,0.713,-0.1037,Normal,4973.76,Copper
